order_id,order_date,status,payment_method,customer_id,customer_name,segment,city,region,product_id,product_name,category,sub_category,quantity,unit_price,cost_price,discount,net_revenue,gross_profit
ORD-01067,2025-05-27,Completed,COD,CUST-0005,Siti Santoso,Consumer,Semarang,Jawa,PROD-003,Headset Gaming Surround 7.1,Elektronik,Audio,1,350000.00,210000.00,0.10,315000.00,105000.00
ORD-01081,2026-01-02,Completed,E-Wallet,CUST-0005,Siti Santoso,Consumer,Semarang,Jawa,PROD-016,Tunik Batik Modern,Pakaian,Wanita,3,175000.00,95000.00,0.20,420000.00,135000.00
ORD-01081,2026-01-02,Completed,E-Wallet,CUST-0005,Siti Santoso,Consumer,Semarang,Jawa,PROD-024,Pulpen Gel Pack 12 Pcs,Alat Tulis & Kantor,Alat Tulis,1,36000.00,18000.00,0.00,36000.00,18000.00
ORD-01097,2025-07-22,Completed,Transfer Bank,CUST-0005,Siti Santoso,Consumer,Semarang,Jawa,PROD-024,Pulpen Gel Pack 12 Pcs,Alat Tulis & Kantor,Alat Tulis,1,36000.00,18000.00,0.05,34200.00,16200.00
ORD-01097,2025-07-22,Completed,Transfer Bank,CUST-0005,Siti Santoso,Consumer,Semarang,Jawa,PROD-020,Organizer Meja Acrylic,Perlengkapan Rumah,Storage,2,65000.00,32000.00,0.05,123500.00,59500.00
ORD-00584,2025-01-07,Completed,E-Wallet,CUST-0006,Rina Hidayat,Consumer,Jakarta Selatan,Jawa,PROD-007,Powerbank 10000mAh Dual Port,Elektronik,Aksesoris Mobile,1,200000.00,120000.00,0.00,200000.00,80000.00
ORD-00584,2025-01-07,Completed,E-Wallet,CUST-0006,Rina Hidayat,Consumer,Jakarta Selatan,Jawa,PROD-015,Blouse Wanita Casual,Pakaian,Wanita,5,135000.00,70000.00,0.05,641250.00,291250.00
ORD-00584,2025-01-07,Completed,E-Wallet,CUST-0006,Rina Hidayat,Consumer,Jakarta Selatan,Jawa,PROD-012,Kemeja Flanel Lengan Panjang,Pakaian,Pria,2,165000.00,90000.00,0.00,330000.00,150000.00
ORD-01154,2026-03-22,Completed,COD,CUST-0006,Rina Hidayat,Consumer,Jakarta Selatan,Jawa,PROD-005,Monitor 24 inch IPS 75Hz,Elektronik,Display,1,1800000.00,1350000.00,0.00,1800000.00,450000.00
ORD-00796,2025-06-19,Completed,Transfer Bank,CUST-0007,Ahmad Santoso,Consumer,Palembang,Sumatra,PROD-011,Kaos Polos Cotton Combed 30s,Pakaian,Pria,2,75000.00,35000.00,0.05,142500.00,72500.00
ORD-00854,2026-03-26,Completed,Transfer Bank,CUST-0007,Ahmad Santoso,Consumer,Palembang,Sumatra,PROD-010,USB Flashdrive 64GB,Elektronik,Storage,3,85000.00,45000.00,0.05,242250.00,107250.00
ORD-00854,2026-03-26,Completed,Transfer Bank,CUST-0007,Ahmad Santoso,Consumer,Palembang,Sumatra,PROD-017,Topi Baseball Canvas,Pakaian,Aksesoris Fashion,1,50000.00,22000.00,0.00,50000.00,28000.00
ORD-00863,2026-05-10,Completed,Credit Card,CUST-0007,Ahmad Santoso,Consumer,Palembang,Sumatra,PROD-023,Buku Catatan Hardcover A5,Alat Tulis & Kantor,Kertas & Buku,2,45000.00,20000.00,0.00,90000.00,50000.00
ORD-01023,2025-06-11,Completed,E-Wallet,CUST-0007,Ahmad Santoso,Consumer,Palembang,Sumatra,PROD-001,Mouse Wireless M185,Elektronik,Aksesoris Komputer,1,150000.00,95000.00,0.00,150000.00,55000.00
ORD-00088,2025-02-16,Completed,Credit Card,CUST-0008,Rina Utami,Home Office,Palembang,Sumatra,PROD-019,Lampu Meja LED Belajar,Perlengkapan Rumah,Dekorasi,1,110000.00,60000.00,0.10,99000.00,39000.00
ORD-00223,2025-07-11,Completed,Credit Card,CUST-0009,Fajar Hidayat,Corporate,Palembang,Sumatra,PROD-001,Mouse Wireless M185,Elektronik,Aksesoris Komputer,5,150000.00,95000.00,0.00,750000.00,275000.00
ORD-00223,2025-07-11,Completed,Credit Card,CUST-0009,Fajar Hidayat,Corporate,Palembang,Sumatra,PROD-022,Rak Sepatu Susun Plastik,Perlengkapan Rumah,Storage,1,125000.00,68000.00,0.00,125000.00,57000.00
ORD-00384,2026-02-19,Completed,E-Wallet,CUST-0009,Fajar Hidayat,Corporate,Palembang,Sumatra,PROD-021,Bantal Leher Memory Foam,Perlengkapan Rumah,Kebutuhan Harian,2,85000.00,42000.00,0.05,161500.00,77500.00
ORD-00384,2026-02-19,Completed,E-Wallet,CUST-0009,Fajar Hidayat,Corporate,Palembang,Sumatra,PROD-023,Buku Catatan Hardcover A5,Alat Tulis & Kantor,Kertas & Buku,1,45000.00,20000.00,0.00,45000.00,25000.00
ORD-00441,2026-04-21,Completed,E-Wallet,CUST-0009,Fajar Hidayat,Corporate,Palembang,Sumatra,PROD-025,Desk Mat Deskpad Leather,Alat Tulis & Kantor,Aksesoris Meja,1,95000.00,50000.00,0.00,95000.00,45000.00
ORD-00572,2026-05-04,Completed,Transfer Bank,CUST-0009,Fajar Hidayat,Corporate,Palembang,Sumatra,PROD-009,Earphones TWS Bluetooth 5.3,Elektronik,Audio,1,250000.00,140000.00,0.05,237500.00,97500.00
ORD-01141,2026-01-07,Completed,E-Wallet,CUST-0009,Fajar Hidayat,Corporate,Palembang,Sumatra,PROD-022,Rak Sepatu Susun Plastik,Perlengkapan Rumah,Storage,1,125000.00,68000.00,0.00,125000.00,57000.00
ORD-00642,2025-11-19,Returned,COD,CUST-0010,Nani Prasetyo,Corporate,Denpasar,Bali & Nusa Tenggara,PROD-018,Botol Minum Tumbler 500ml,Perlengkapan Rumah,Dapur & Makan,1,95000.00,48000.00,0.05,90250.00,42250.00
ORD-00826,2025-03-02,Completed,Transfer Bank,CUST-0010,Nani Prasetyo,Corporate,Denpasar,Bali & Nusa Tenggara,PROD-022,Rak Sepatu Susun Plastik,Perlengkapan Rumah,Storage,1,125000.00,68000.00,0.05,118750.00,50750.00
ORD-00953,2025-11-03,Completed,Credit Card,CUST-0010,Nani Prasetyo,Corporate,Denpasar,Bali & Nusa Tenggara,PROD-024,Pulpen Gel Pack 12 Pcs,Alat Tulis & Kantor,Alat Tulis,1,36000.00,18000.00,0.05,34200.00,16200.00
ORD-01112,2026-01-11,Completed,Credit Card,CUST-0010,Nani Prasetyo,Corporate,Denpasar,Bali & Nusa Tenggara,PROD-011,Kaos Polos Cotton Combed 30s,Pakaian,Pria,3,75000.00,35000.00,0.00,225000.00,120000.00
ORD-00103,2025-02-16,Cancelled,Transfer Bank,CUST-0011,Andi Utami,Consumer,Yogyakarta,Jawa,PROD-006,Kabel Data Type-C Fast Charge,Elektronik,Aksesoris Mobile,1,35000.00,15000.00,0.15,29750.00,14750.00
ORD-00103,2025-02-16,Cancelled,Transfer Bank,CUST-0011,Andi Utami,Consumer,Yogyakarta,Jawa,PROD-022,Rak Sepatu Susun Plastik,Perlengkapan Rumah,Storage,1,125000.00,68000.00,0.00,125000.00,57000.00
ORD-00157,2025-05-29,Completed,Credit Card,CUST-0011,Andi Utami,Consumer,Yogyakarta,Jawa,PROD-017,Topi Baseball Canvas,Pakaian,Aksesoris Fashion,3,50000.00,22000.00,0.00,150000.00,84000.00
ORD-00157,2025-05-29,Completed,Credit Card,CUST-0011,Andi Utami,Consumer,Yogyakarta,Jawa,PROD-003,Headset Gaming Surround 7.1,Elektronik,Audio,3,350000.00,210000.00,0.00,1050000.00,420000.00
ORD-00656,2025-04-30,Completed,COD,CUST-0011,Andi Utami,Consumer,Yogyakarta,Jawa,PROD-024,Pulpen Gel Pack 12 Pcs,Alat Tulis & Kantor,Alat Tulis,2,36000.00,18000.00,0.05,68400.00,32400.00
ORD-00656,2025-04-30,Completed,COD,CUST-0011,Andi Utami,Consumer,Yogyakarta,Jawa,PROD-020,Organizer Meja Acrylic,Perlengkapan Rumah,Storage,1,65000.00,32000.00,0.00,65000.00,33000.00
ORD-00738,2025-11-30,Completed,Transfer Bank,CUST-0011,Andi Utami,Consumer,Yogyakarta,Jawa,PROD-013,Jaket Hoodie Fleece,Pakaian,Pria,1,220000.00,125000.00,0.00,220000.00,95000.00
ORD-00291,2025-09-13,Completed,Transfer Bank,CUST-0012,Maya Prasetyo,Home Office,Semarang,Jawa,PROD-018,Botol Minum Tumbler 500ml,Perlengkapan Rumah,Dapur & Makan,1,95000.00,48000.00,0.10,85500.00,37500.00
ORD-00370,2025-12-11,Completed,COD,CUST-0012,Maya Prasetyo,Home Office,Semarang,Jawa,PROD-003,Headset Gaming Surround 7.1,Elektronik,Audio,3,350000.00,210000.00,0.00,1050000.00,420000.00
ORD-00370,2025-12-11,Completed,COD,CUST-0012,Maya Prasetyo,Home Office,Semarang,Jawa,PROD-018,Botol Minum Tumbler 500ml,Perlengkapan Rumah,Dapur & Makan,2,95000.00,48000.00,0.15,161500.00,65500.00
ORD-00370,2025-12-11,Completed,COD,CUST-0012,Maya Prasetyo,Home Office,Semarang,Jawa,PROD-017,Topi Baseball Canvas,Pakaian,Aksesoris Fashion,2,50000.00,22000.00,0.00,100000.00,56000.00
ORD-00379,2026-03-04,Completed,Credit Card,CUST-0012,Maya Prasetyo,Home Office,Semarang,Jawa,PROD-023,Buku Catatan Hardcover A5,Alat Tulis & Kantor,Kertas & Buku,1,45000.00,20000.00,0.15,38250.00,18250.00
ORD-00379,2026-03-04,Completed,Credit Card,CUST-0012,Maya Prasetyo,Home Office,Semarang,Jawa,PROD-014,Celana Chino Slim Fit,Pakaian,Pria,3,185000.00,100000.00,0.00,555000.00,255000.00
ORD-00949,2025-11-28,Completed,E-Wallet,CUST-0012,Maya Prasetyo,Home Office,Semarang,Jawa,PROD-024,Pulpen Gel Pack 12 Pcs,Alat Tulis & Kantor,Alat Tulis,1,36000.00,18000.00,0.00,36000.00,18000.00
ORD-01050,2025-07-31,Completed,E-Wallet,CUST-0012,Maya Prasetyo,Home Office,Semarang,Jawa,PROD-022,Rak Sepatu Susun Plastik,Perlengkapan Rumah,Storage,1,125000.00,68000.00,0.00,125000.00,57000.00
ORD-01050,2025-07-31,Completed,E-Wallet,CUST-0012,Maya Prasetyo,Home Office,Semarang,Jawa,PROD-015,Blouse Wanita Casual,Pakaian,Wanita,1,135000.00,70000.00,0.00,135000.00,65000.00
ORD-01143,2025-04-20,Completed,Credit Card,CUST-0012,Maya Prasetyo,Home Office,Semarang,Jawa,PROD-017,Topi Baseball Canvas,Pakaian,Aksesoris Fashion,1,50000.00,22000.00,0.00,50000.00,28000.00
ORD-00091,2025-12-12,Completed,Credit Card,CUST-0013,Rina Pertiwi,Home Office,Surabaya,Jawa,PROD-004,Stand Laptop Aluminium,Elektronik,Aksesoris Komputer,2,120000.00,70000.00,0.05,228000.00,88000.00
ORD-00883,2025-10-04,Completed,Credit Card,CUST-0013,Rina Pertiwi,Home Office,Surabaya,Jawa,PROD-016,Tunik Batik Modern,Pakaian,Wanita,1,175000.00,95000.00,0.05,166250.00,71250.00
ORD-01168,2025-06-26,Completed,Credit Card,CUST-0013,Rina Pertiwi,Home Office,Surabaya,Jawa,PROD-010,USB Flashdrive 64GB,Elektronik,Storage,1,85000.00,45000.00,0.05,80750.00,35750.00
ORD-00109,2026-02-13,Completed,E-Wallet,CUST-0014,Rian Aminah,Consumer,Makassar,Sulawesi,PROD-012,Kemeja Flanel Lengan Panjang,Pakaian,Pria,5,165000.00,90000.00,0.00,825000.00,375000.00
ORD-00311,2025-10-26,Completed,COD,CUST-0014,Rian Aminah,Consumer,Makassar,Sulawesi,PROD-023,Buku Catatan Hardcover A5,Alat Tulis & Kantor,Kertas & Buku,2,45000.00,20000.00,0.00,90000.00,50000.00
ORD-00474,2025-12-16,Completed,COD,CUST-0014,Rian Aminah,Consumer,Makassar,Sulawesi,PROD-002,Keyboard Mechanical RGB,Elektronik,Aksesoris Komputer,3,450000.00,280000.00,0.15,1147500.00,307500.00
ORD-00750,2025-12-15,Completed,COD,CUST-0014,Rian Aminah,Consumer,Makassar,Sulawesi,PROD-021,Bantal Leher Memory Foam,Perlengkapan Rumah,Kebutuhan Harian,1,85000.00,42000.00,0.00,85000.00,43000.00
ORD-01002,2025-12-15,Completed,COD,CUST-0015,Rian Wijaya,Consumer,Semarang,Jawa,PROD-020,Organizer Meja Acrylic,Perlengkapan Rumah,Storage,2,65000.00,32000.00,0.05,123500.00,59500.00
ORD-01002,2025-12-15,Completed,COD,CUST-0015,Rian Wijaya,Consumer,Semarang,Jawa,PROD-012,Kemeja Flanel Lengan Panjang,Pakaian,Pria,2,165000.00,90000.00,0.00,330000.00,150000.00
ORD-00140,2025-02-05,Returned,Transfer Bank,CUST-0016,Ahmad Prasetyo,Consumer,Makassar,Sulawesi,PROD-006,Kabel Data Type-C Fast Charge,Elektronik,Aksesoris Mobile,1,35000.00,15000.00,0.00,35000.00,20000.00
ORD-00140,2025-02-05,Returned,Transfer Bank,CUST-0016,Ahmad Prasetyo,Consumer,Makassar,Sulawesi,PROD-022,Rak Sepatu Susun Plastik,Perlengkapan Rumah,Storage,2,125000.00,68000.00,0.00,250000.00,114000.00
ORD-00899,2025-07-22,Completed,COD,CUST-0016,Ahmad Prasetyo,Consumer,Makassar,Sulawesi,PROD-023,Buku Catatan Hardcover A5,Alat Tulis & Kantor,Kertas & Buku,2,45000.00,20000.00,0.00,90000.00,50000.00
ORD-01190,2026-03-26,Completed,Credit Card,CUST-0016,Ahmad Prasetyo,Consumer,Makassar,Sulawesi,PROD-017,Topi Baseball Canvas,Pakaian,Aksesoris Fashion,1,50000.00,22000.00,0.15,42500.00,20500.00
ORD-00315,2026-02-25,Completed,Transfer Bank,CUST-0017,Indah Suryani,Consumer,Yogyakarta,Jawa,PROD-021,Bantal Leher Memory Foam,Perlengkapan Rumah,Kebutuhan Harian,1,85000.00,42000.00,0.05,80750.00,38750.00
ORD-00315,2026-02-25,Completed,Transfer Bank,CUST-0017,Indah Suryani,Consumer,Yogyakarta,Jawa,PROD-023,Buku Catatan Hardcover A5,Alat Tulis & Kantor,Kertas & Buku,3,45000.00,20000.00,0.05,128250.00,68250.00
ORD-00440,2026-04-06,Completed,E-Wallet,CUST-0017,Indah Suryani,Consumer,Yogyakarta,Jawa,PROD-010,USB Flashdrive 64GB,Elektronik,Storage,1,85000.00,45000.00,0.00,85000.00,40000.00
ORD-00668,2026-03-12,Completed,E-Wallet,CUST-0017,Indah Suryani,Consumer,Yogyakarta,Jawa,PROD-008,Webcam Full HD 1080p,Elektronik,Aksesoris Komputer,1,280000.00,175000.00,0.05,266000.00,91000.00
ORD-00858,2025-04-15,Completed,Credit Card,CUST-0017,Indah Suryani,Consumer,Yogyakarta,Jawa,PROD-020,Organizer Meja Acrylic,Perlengkapan Rumah,Storage,1,65000.00,32000.00,0.05,61750.00,29750.00
ORD-01084,2025-08-26,Completed,Credit Card,CUST-0017,Indah Suryani,Consumer,Yogyakarta,Jawa,PROD-024,Pulpen Gel Pack 12 Pcs,Alat Tulis & Kantor,Alat Tulis,1,36000.00,18000.00,0.00,36000.00,18000.00
ORD-01118,2026-03-04,Completed,E-Wallet,CUST-0017,Indah Suryani,Consumer,Yogyakarta,Jawa,PROD-019,Lampu Meja LED Belajar,Perlengkapan Rumah,Dekorasi,2,110000.00,60000.00,0.10,198000.00,78000.00
ORD-00385,2025-04-16,Completed,COD,CUST-0018,Dian Aminah,Corporate,Jakarta Selatan,Jawa,PROD-014,Celana Chino Slim Fit,Pakaian,Pria,1,185000.00,100000.00,0.15,157250.00,57250.00
ORD-00678,2025-03-25,Completed,Credit Card,CUST-0018,Dian Aminah,Corporate,Jakarta Selatan,Jawa,PROD-015,Blouse Wanita Casual,Pakaian,Wanita,1,135000.00,70000.00,0.00,135000.00,65000.00
ORD-01089,2026-01-30,Completed,E-Wallet,CUST-0018,Dian Aminah,Corporate,Jakarta Selatan,Jawa,PROD-011,Kaos Polos Cotton Combed 30s,Pakaian,Pria,1,75000.00,35000.00,0.05,71250.00,36250.00
ORD-01089,2026-01-30,Completed,E-Wallet,CUST-0018,Dian Aminah,Corporate,Jakarta Selatan,Jawa,PROD-010,USB Flashdrive 64GB,Elektronik,Storage,1,85000.00,45000.00,0.00,85000.00,40000.00
ORD-00229,2026-01-02,Completed,Credit Card,CUST-0019,Hendra Hadi,Consumer,Palembang,Sumatra,PROD-014,Celana Chino Slim Fit,Pakaian,Pria,2,185000.00,100000.00,0.05,351500.00,151500.00
ORD-00229,2026-01-02,Completed,Credit Card,CUST-0019,Hendra Hadi,Consumer,Palembang,Sumatra,PROD-012,Kemeja Flanel Lengan Panjang,Pakaian,Pria,1,165000.00,90000.00,0.05,156750.00,66750.00
ORD-00229,2026-01-02,Completed,Credit Card,CUST-0019,Hendra Hadi,Consumer,Palembang,Sumatra,PROD-021,Bantal Leher Memory Foam,Perlengkapan Rumah,Kebutuhan Harian,5,85000.00,42000.00,0.15,361250.00,151250.00
ORD-00989,2025-11-11,Completed,Credit Card,CUST-0019,Hendra Hadi,Consumer,Palembang,Sumatra,PROD-013,Jaket Hoodie Fleece,Pakaian,Pria,1,220000.00,125000.00,0.05,209000.00,84000.00
ORD-00783,2025-03-05,Completed,COD,CUST-0020,Rizky Wibowo,Consumer,Balikpapan,Kalimantan,PROD-013,Jaket Hoodie Fleece,Pakaian,Pria,1,220000.00,125000.00,0.00,220000.00,95000.00
ORD-00783,2025-03-05,Completed,COD,CUST-0020,Rizky Wibowo,Consumer,Balikpapan,Kalimantan,PROD-014,Celana Chino Slim Fit,Pakaian,Pria,1,185000.00,100000.00,0.05,175750.00,75750.00
ORD-00890,2025-08-24,Completed,Transfer Bank,CUST-0020,Rizky Wibowo,Consumer,Balikpapan,Kalimantan,PROD-021,Bantal Leher Memory Foam,Perlengkapan Rumah,Kebutuhan Harian,1,85000.00,42000.00,0.00,85000.00,43000.00
ORD-00962,2025-09-01,Completed,Transfer Bank,CUST-0020,Rizky Wibowo,Consumer,Balikpapan,Kalimantan,PROD-008,Webcam Full HD 1080p,Elektronik,Aksesoris Komputer,3,280000.00,175000.00,0.00,840000.00,315000.00
ORD-01151,2025-11-01,Completed,COD,CUST-0020,Rizky Wibowo,Consumer,Balikpapan,Kalimantan,PROD-020,Organizer Meja Acrylic,Perlengkapan Rumah,Storage,1,65000.00,32000.00,0.00,65000.00,33000.00
ORD-00020,2025-08-13,Completed,COD,CUST-0021,Dewi Santoso,Corporate,Bandung,Jawa,PROD-018,Botol Minum Tumbler 500ml,Perlengkapan Rumah,Dapur & Makan,2,95000.00,48000.00,0.10,171000.00,75000.00
ORD-00079,2025-11-18,Completed,Credit Card,CUST-0021,Dewi Santoso,Corporate,Bandung,Jawa,PROD-021,Bantal Leher Memory Foam,Perlengkapan Rumah,Kebutuhan Harian,3,85000.00,42000.00,0.00,255000.00,129000.00
ORD-00079,2025-11-18,Completed,Credit Card,CUST-0021,Dewi Santoso,Corporate,Bandung,Jawa,PROD-002,Keyboard Mechanical RGB,Elektronik,Aksesoris Komputer,1,450000.00,280000.00,0.00,450000.00,170000.00
ORD-00079,2025-11-18,Completed,Credit Card,CUST-0021,Dewi Santoso,Corporate,Bandung,Jawa,PROD-013,Jaket Hoodie Fleece,Pakaian,Pria,1,220000.00,125000.00,0.05,209000.00,84000.00
ORD-00179,2025-09-16,Completed,E-Wallet,CUST-0021,Dewi Santoso,Corporate,Bandung,Jawa,PROD-016,Tunik Batik Modern,Pakaian,Wanita,1,175000.00,95000.00,0.05,166250.00,71250.00
ORD-00179,2025-09-16,Completed,E-Wallet,CUST-0021,Dewi Santoso,Corporate,Bandung,Jawa,PROD-021,Bantal Leher Memory Foam,Perlengkapan Rumah,Kebutuhan Harian,1,85000.00,42000.00,0.00,85000.00,43000.00
ORD-00403,2025-05-18,Completed,Transfer Bank,CUST-0021,Dewi Santoso,Corporate,Bandung,Jawa,PROD-025,Desk Mat Deskpad Leather,Alat Tulis & Kantor,Aksesoris Meja,1,95000.00,50000.00,0.20,76000.00,26000.00
ORD-00573,2025-01-08,Completed,Transfer Bank,CUST-0021,Dewi Santoso,Corporate,Bandung,Jawa,PROD-019,Lampu Meja LED Belajar,Perlengkapan Rumah,Dekorasi,2,110000.00,60000.00,0.20,176000.00,56000.00
ORD-00573,2025-01-08,Completed,Transfer Bank,CUST-0021,Dewi Santoso,Corporate,Bandung,Jawa,PROD-017,Topi Baseball Canvas,Pakaian,Aksesoris Fashion,1,50000.00,22000.00,0.05,47500.00,25500.00
ORD-00801,2025-02-21,Completed,Credit Card,CUST-0021,Dewi Santoso,Corporate,Bandung,Jawa,PROD-016,Tunik Batik Modern,Pakaian,Wanita,1,175000.00,95000.00,0.00,175000.00,80000.00
ORD-00801,2025-02-21,Completed,Credit Card,CUST-0021,Dewi Santoso,Corporate,Bandung,Jawa,PROD-004,Stand Laptop Aluminium,Elektronik,Aksesoris Komputer,2,120000.00,70000.00,0.10,216000.00,76000.00
ORD-00801,2025-02-21,Completed,Credit Card,CUST-0021,Dewi Santoso,Corporate,Bandung,Jawa,PROD-011,Kaos Polos Cotton Combed 30s,Pakaian,Pria,2,75000.00,35000.00,0.15,127500.00,57500.00
ORD-00154,2025-02-06,Completed,COD,CUST-0022,Hendra Aminah,Consumer,Bandung,Jawa,PROD-004,Stand Laptop Aluminium,Elektronik,Aksesoris Komputer,1,120000.00,70000.00,0.00,120000.00,50000.00
ORD-00175,2025-08-25,Completed,COD,CUST-0022,Hendra Aminah,Consumer,Bandung,Jawa,PROD-002,Keyboard Mechanical RGB,Elektronik,Aksesoris Komputer,1,450000.00,280000.00,0.00,450000.00,170000.00
ORD-00175,2025-08-25,Completed,COD,CUST-0022,Hendra Aminah,Consumer,Bandung,Jawa,PROD-015,Blouse Wanita Casual,Pakaian,Wanita,2,135000.00,70000.00,0.00,270000.00,130000.00
ORD-00437,2026-04-04,Completed,E-Wallet,CUST-0022,Hendra Aminah,Consumer,Bandung,Jawa,PROD-022,Rak Sepatu Susun Plastik,Perlengkapan Rumah,Storage,1,125000.00,68000.00,0.00,125000.00,57000.00
